Категория; Имя продукта; Код продукта; Цена, бел.руб 
Коммутационное оборудование; Розетка внешняя двойная RJ-45 кат.5(e); 2541/1005; 19005.8; 
Корпуса 3Q; Miditower 3Q <Coolbox> Black ATX без БП; 78716/1005; 699098.9; 
Корпуса 3Q; Miditower 3Q GodSpeed ONE  Black ATX без БП; 84667/1005; 555603.8; 
Коммутационное оборудование; Вставка для 2 модулей RJ-45/12.тип keystone. 45х45 мм. шторка. Exalan+ <EX04-512>; 50044/1005; 11836.4; 
Dialup и ADSL модемы; D-Link WebCard DFM-562 IS PCI (RTL) V.92 Winmodem; 18023/1005; 72535.0; 
Корпуса 3Q; Bigtower 3Q <A380 PLUS BK BLUE LED> Black E-ATX без БП с дверцей; 78041/1005; 1057432.8; 
Корпуса Aerocool; Minitower Aerocool <Qs-200> microATX без БП; 120083/1005; 452822.8; 
Корпуса Aerocool; Miditower Aerocool <Strike-X BK/BK><EN56335> ATX без БП; 119033/1005; 735040.4; 
Корпуса Aerocool; Miditower Aerocool <Strike-X BK/Red><EN56380> ATX без БП; 117364/1005; 735040.4; 
Корпуса Aerocool; Miditower Aerocool <Sixth Element> White ATX без БП с дверцей; 120894/1005; 869346.6; 
Корпуса Aerocool; Bigitower Aerocool <Xpredator> ATX без БП; 115891/1005; 1389007.2; 
Игровые манипуляторы OKLICK; Геймпад OKLICK <GP-310M> (12кн.. 8 поз.перекл.. 2 мини-джойстика. USB); 109175/1005; 108489.0; 
Корпуса Aerocool; Bigitower Aerocool <Bx-500> ATX без БП; 113899/1005; 1138229.7; 
Игровые манипуляторы OKLICK; Руль OKLICK Sportline W-3 (Рул. колесо+педали+рычаг перекл. скор..12.кн.4 поз.перекл. USB); 87182/1005; 654240.0; 
Игровые манипуляторы OKLICK; Геймпад OKLICK <GP-315M> (12кн.. 4 поз.перекл.. 2 мини-джойстика. USB); 109174/1005; 134402.8; 
Корпуса Aerocool; Miditower Aerocool <Vx-R> ATX без БП; 115888/1005; 573709.3; 
Корпуса Aerocool; Miditower Aerocool <Vs-4> ATX без БП; 120084/1005; 488493.7; 
Корпуса ANTEC (FOR GAMERS); Antec 20" Sliding Rails; 92828/1005; 546686.3; 
Корпуса ANTEC (FOR GAMERS); Server Case 2U Antec <2U26EPS600> E-ATX 600W с дверцей; 95494/1005; 3584400.0; 
Игр. манипуляторы ThrustMaster; Геймпад ThrustMaster Dual Trigger 3in1 Rumble Force(12кн.. 4 поз.перекл. 2 мини-джойстика. USB/PS2/PS3) <2960699>; 92019/1005; 278844.6; 
Игр. манипуляторы ThrustMaster; Геймпад ThrustMaster F1 Wireless Gamepad (10кн.. 8 поз.перекл. 2 мини-джойстика. USB/PS3) <2960719>; 92021/1005; 405537.5; 
Корпуса ANTEC (FOR GAMERS); DeskTop Antec <Mini Skeleton-90> Mini-ITX 90W (24+4пин); 76857/1005; 690180.6; 
Игр. манипуляторы ThrustMaster; Руль ThrustMaster Ferrari GT Experience USB (Рул. Колесо. педали. PC&PS2&PS3) <2960697>; 91525/1005; 495701.6; 
Корпуса ANTEC (FOR GAMERS); Miditower Antec <Dark Fleet DF-35(AP)> ATX без БП. с окном; 103863/1005; 1192004.4; 
Игровые манипуляторы Sven; Геймпад SVEN Scout (10кн.. 8поз.перекл..USB); 131815/1005; 68322.2; 
Корпуса ANTEC (FOR GAMERS); Miditower Antec <Dark Fleet DF-30> ATX без БП. с окном; 103862/1005; 1120125.0; 
Игровые манипуляторы Sven; Руль SVEN Driver (Vibration Feedback. рулевое колесо. педали. рычаг КПП.. 4поз..перекл.. 12кн.. USB. PS2 / PS3); 131810/1005; 663157.5; 
Корпуса ANTEC (FOR GAMERS); Miditower Antec <Sonata IV> ATX 620W (24+2x4+6+6/8пин) с дверцей; 111532/1005; 1989472.5; 
Корпуса ANTEC (FOR GAMERS); Miditower Antec <Sonata III 500 V2> ATX 500W (24+2x4+6+6/8пин) с дверцей; 95500/1005; 1523587.5; 
Корпуса ANTEC (FOR GAMERS); Miditower Antec <Three Hundred> ATX без БП; 77050/1005; 708016.4; 
Корпуса ANTEC (FOR GAMERS); Antec Veris E-Z Multimedia Station (внеш. IR приёмник. USB. ПДУ); 84220/1005; 325379.1; 
Корпуса ANTEC (FOR GAMERS); Antec Veris Basic Multimedia Station (3.5" IR приёмник. USB. ПДУ); 84218/1005; 456283.7; 
Корпуса ASCOT; Miditower ASCOT 6ZRA-B/620 Cougar620AR Black ATX 620W (24+2x4+2x6+2x6/8пин); 100806/1005; 1209839.4; 
Корпуса ASCOT; Miditower ASCOT 6ZRA-BS/620 Cougar620AR Black&Silver ATX 620W (24+2x4+2x6+2x6/8пин); 99998/1005; 1209839.4; 
Корпуса ASCOT; Miditower ASCOT 6ZRA-BR/620 Cougar620AR Black&Red ATX 620W (24+2x4+2x6+2x6/8пин); 100807/1005; 1209839.4; 
Корпуса ASUS; Miditower Vento <TA8D1> Black&Silver ATX 450W (24+4+6пин); 126656/1005; 564791.8; 
Корпуса ASUS; Miditower Vento <TA8C3> Black&Silver ATX 450W (24+4+6пин); 126655/1005; 564791.8; 
Корпуса ASUS; Miditower Vento <TA8C1> Black&Tawny ATX 450W (24+4+6пин); 126653/1005; 564791.8; 
Корпуса ASUS; Miditower Vento <TAK91-BSB> Black-Silver ATX 450W (24+4+6пин); 119259/1005; 515517.6; 
Корпуса ASUS; Miditower Vento <TAK62-BBB> Black ATX 450W (24+4+6пин); 87896/1005; 564791.8; 
Корпуса ASUS; Miditower Vento <TAK61-BSB> Black-Silver ATX 450W (24+4+6пин); 87895/1005; 564791.8; 
Корпуса ASUS; Miditower Vento <TA-K22-SBB> Black-Silver ATX 450W (24+4+6пин); 111366/1005; 515517.6; 
Корпуса ASUS; Miditower Vento <TAM21-BSB> Black-Silver ATX 450W (24+4+6пин); 44947/1005; 761792.9; 
Корпуса ASUS; Miditower Vento <TAM11-BSB> Black-Silver ATX 450W (24+4+6пин); 82524/1005; 761792.9; 
Корпуса ASUS; Miditower Vento <TAB12-SBB> Black-Silver ATX 450W (24+4+6пин); 76795/1005; 546686.3; 
Корпуса ASUS; Miditower Vento <TAD52 (DG)WB(-GA)> White-Black ATX 450W (24+4+6пин); 77805/1005; 609380.2; 
Корпуса ASUS; Miditower Vento <TA915-BSB> Black-Silver ATX 450W (24+4+6пин); 77800/1005; 524435.1; 
Корпуса ASUS; Miditower Vento <TA8J1-BBB> Black ATX 450W (24+4+6пин); 92363/1005; 533352.6; 
Корпуса ASUS; Miditower Vento <TA861-BSB> Black-Silver ATX 450W (24+4+6пин); 77795/1005; 515517.6; 
Корпуса ASUS; Miditower Vento <TA711-BSB> Black ATX 450W (24+4+6пин); 111055/1005; 506600.1; 
Корпуса ASUS; Miditower Vento <TA712> Black ATX 450W (24+4+6пин); 111056/1005; 506600.1; 
Корпуса ASUS; Miditower Vento <TA722-BRB> Black-Red ATX 450W (24+4+6пин); 111058/1005; 511015.4; 
Корпуса ASUS; Miditower Vento <TA723-BBB> Black ATX 450W (24+4+6пин); 111059/1005; 511015.4; 
Игровые манипуляторы Saitek; Геймпад Saitek <PP23zb-Silver> P580 Colour Rumble(11кн.. 8 поз.перекл.. 2 мини-джойстика. USB); 84944/1005; 212764.6; 
Корпуса BitFenix; Miditower BitFenix <BFC-OLW-100-KKN1-RP> Outlaw Black ATX без БП; 127745/1005; 609380.2; 
Корпуса BitFenix; Miditower BitFenix <BFC-MRC-100-KKX2-RP> Merc Beta Black ATX без БП; 127744/1005; 528038.7; 
Корпуса Chieftec; Minitower Chieftec BM-01B Black ATX Без БП; 118933/1005; 636404.1; 
Корпуса Chieftec; Miditower Chieftec GX-01B ATX Без БП. с дверцей; 46972/1005; 842594.1; 
Корпуса Chieftec; Miditower Chieftec CX-01SL-SL-B Silver-Black E-ATX Без БП. с дверцей; 73737/1005; 1012845.3; 
Корпуса Chieftec; Miditower Chieftec CH-01B-B-B Black E-ATX Без БП. с дверцей; 106034/1005; 896100.0; 
Корпуса Chieftec; Miditower Chieftec CH-01SL-SL-B Silver-Black ATX Без БП. с дверцей; 70979/1005; 940957.2; 
Корпуса Chieftec; Bigtower Chieftec BA-02B-B-B Black ATX Без БП. с дверцей; 50866/1005; 1084455.0; 
Корпуса Chieftec; Miditower Chieftec BH-02B-B-B Black-Black E-ATX Без БП. с дверцей; 43219/1005; 824487.7; 
Корпуса Chieftec; Miditower Chieftec BH-02B-B-SL Black-Silver E-ATX Без БП. с дверцей; 100421/1005; 851511.6; 
Корпуса Chieftec; Server Case Chieftec UNC-410S-B Black ATX без БП 4U 19"RM с дверцей; 46310/1005; 1872996.9; 
Корпуса Chieftec; Server Case Chieftec UNC-210S-B Black ATX без БП 2U с дверцей; 72686/1005; 1657889.4; 
Корпуса Chieftec; Chieftec UNC-26-1U Slide Rails комплект направляющих для корпусов UNC-110S/110L/110K; 67832/1005; 462293.6; 
Корпуса Classix; Miditower Classix Raider Black-Silver ATX 500W (24+4пин); 123819/1005; 485067.6; 
Корпуса Classix; Miditower Classix Galaxy Black-Silver ATX 500W (24+4пин); 123818/1005; 485067.6; 
Корпуса Classix; Miditower Classix Nero Black-Silver ATX 500W (24+4пин); 123817/1005; 485067.6; 
Корпуса Classix; Miditower Classix Element Black&silver ATX 350W (24+4пин); 91692/1005; 336587.3; 
Корпуса Classix; Miditower Classix Event Black(&silver) ATX 350W (24+4пин); 91691/1005; 336587.3; 
Корпуса COOLER MASTER; Miditower Cooler Master <RC-922M-RWN2-GP> HAF922 Red&Red ATX с окном без БП; 104261/1005; 949874.7; 
Корпуса COOLER MASTER; Miditower Cooler Master <RC-912-KKN1> HAF912 Black ATX без БП; 126425/1005; 716933.9; 
Корпуса COOLER MASTER; Miditower Cooler Master <RC-534-KKN2-GP> Centurion534 Plus Black&Black ATX без БП; 66079/1005; 582627.7; 
Корпуса COOLER MASTER; Miditower Cooler Master <RC-534-KKNA-GP> Centurion 534 Lite Black&Black ATX без БП; 78553/1005; 573709.3; 
Корпуса COOLER MASTER; Miditower Cooler Master <RC-500-KKN1-GP> Sileo500 Black&Black ATX без БП; 82846/1005; 770711.3; 
Корпуса COOLER MASTER; Minitower Cooler Master <RC-343-KKN1> Elite343 Black&Black microATX Без БП; 121568/1005; 470719.6; 
Корпуса COOLER MASTER; Miditower Cooler Master <RC-334U-KKR460> Elite334U Black&Black ATX 460W (24+2x4+6пин); 124366/1005; 743957.9; 
Корпуса COOLER MASTER; Miditower Cooler Master <RC-334U-KKN1> Elite334U Black&Black ATX Без БП; 124364/1005; 511015.4; 
Корпуса COOLER MASTER; Miditower Cooler Master <RC-P100-RKN1> USP 100 Black&Red ATX без БП; 98105/1005; 546686.3; 
Корпуса COOLER MASTER; Cooler Master <STB-3T4-E3-GP> Корзина для HDD (3U 5.25" -> 4U 3.5". с вентилятором 1200об/мин. 22дБ); 87239/1005; 292294.8; 
Корпуса Corsair; Miditower Corsair <CC-9011013-WW> Carbide Series 500R White Black&White ATX без БП; 125490/1005; 1272540.3; 
Корпуса Corsair; Miditower Corsair <CC-9011012-WW> Carbide Series 500R Black ATX без БП; 125489/1005; 1272540.3; 
Корпуса Exegate; Miditower Exegate <TP-301> Black ATX 400W (24+4+6пин); 91153/1005; 409663.0; 
Корпуса Exegate; Miditower Exegate <TP-202> Black ATX 400W (24+4+6пин); 91152/1005; 409663.0; 
Корпуса Exegate; Miditower Exegate <WT-706> Black-Silver ATX 450W (24+4+6пин); 96066/1005; 564791.8; 
Корпуса Intel; Блок питания Delta DPS-670DB 670W ATX (24+8+4+6пин); 124277/1005; 461740.3; 
Корпуса Exegate; Miditower Exegate <WT-703> Black-Silver ATX 450W (24+4+6пин); 90809/1005; 564791.8; 
Корпуса Exegate; Miditower Exegate <CP-8126> Black ATX 400W (24+4пин); 127409/1005; 368598.1; 
Корпуса Exegate; Miditower Exegate <CP-730> Black ATX 400W (24+4пин); 123429/1005; 368598.1; 
Корпуса Exegate; Miditower Exegate <CP-633> Black-Silver ATX 400W (24+4пин); 123428/1005; 368598.1; 
Корпуса Exegate; Miditower Exegate <CP-629> Black ATX 400W (24+4пин); 123427/1005; 368598.1; 
Корпуса Exegate; Miditower Exegate <CP-730> Black ATX 350W (24+4пин); 88172/1005; 346809.8; 
Корпуса Intel; Intel <AXX6DRV3GR> SAS/SATA Drive Cage Upgrade Kit(корзина для установки 6 Hot Swap винчестеров в корпуса SC5600); 87463/1005; 1093372.5; 
Корпуса Exegate; Miditower Exegate <CP-633> Black-Silver ATX 350W (24+4пин); 71912/1005; 346809.8; 
Корпуса Exegate; Miditower Exegate <CP-510> Black ATX 350W (24+4пин); 127408/1005; 328161.4; 
Корпуса Exegate; Miditower Exegate <CP-507> Black ATX 350W (24+4пин); 119975/1005; 328161.4; 
Корпуса Exegate; Miditower Exegate <CP-506> Black ATX 350W (24+4пин); 119974/1005; 328161.4; 
Корпуса Exegate; Minitower Exegate <MI-205> Black Mini-ITX 300W (24+4пин); 119977/1005; 384105.9; 
Корпуса Intel; Intel <AXXSATADVDROM> Slimline DVD-ROM для SR1530/1600/1625/1630/1690/2600/2625/5520; 95462/1005; 591545.2; 
Корпуса FOX; Miditower FOX Skyline ATX без БП; 119448/1005; 690180.6; 
Корпуса FOX; Miditower FOX Blackstorm ATX без БП; 118891/1005; 761792.9; 
Корпуса FOX; Miditower FOX <8821BK> Black ATX 450W (24+4+6пин); 123191/1005; 512055.0; 
Корпуса FOX; Miditower FOX <8818-X11+CR> Black ATX 500W (24+4+6пин); 110863/1005; 806652.7; 
Корпуса FOX; Miditower FOX <8817-C5> Black-Red ATX 450W (24+4+6пин); 115909/1005; 488295.3; 
Корпуса FOX; Miditower FOX <6809BR> Black-Red ATX 400W (24+4+6пин); 98707/1005; 385004.6; 
Корпуса Intel; Intel <AXXSATADVDRWROM> Slimline DVD-RW для SR1530/1600/1625/1630/1690/2600/2625/5520; 95463/1005; 770711.3; 
Корпуса FOX; Miditower FOX <2801BS> Black-Silver ATX 400W (24+4+6пин); 116957/1005; 345911.1; 
Корпуса GigaByte; Miditower GigaByte Luxo M1004 <GZ-L2BSAX-B00/C00> Black ATX без БП; 92565/1005; 411992.0; 
Корпуса GigaByte; Miditower GigaByte Poseidon 310 <GZ-AA3CB-SJB> Black ATX без БП с дверцей; 77550/1005; 932039.7; 
Корпуса GigaByte; Miditower GigaByte Triton180 <GZ-AX1CA-SDB> Black ATX без БП; 63593/1005; 725851.4; 
Корпуса Intel; Server Case Intel SC5600LX 750W HS с дверцей; 72920/1005; 7760347.8; 
Корпуса Intel; Server Case Intel SC5600BRP 750W HS с дверцей; 49362/1005; 7007736.9; 
Мыши MAYS; MAYS Optical Mouse <MN-220bl> (RTL) USB 4btn+Roll. уменьшенная; 114048/1005; 52901.2; 
Корпуса Intel; Intel Rack Conversion <ARIGRACK> набор для установки корпусов серии SC5300 в 19" стойку; 34150/1005; 1218756.9; 
Корпуса Intel; Server Case Intel P4304XXSHCN с дверцей; 117377/1005; 3647361.9; 
Корпуса Intel; Server Case Intel P4304XXSFCN E-ATX 365W (24+8пин); 124169/1005; 3046905.3; 
Корпуса Intel; Intel <APPTHSDBKIT> набор для крепления корзин для HDD в корпуса SC5650; 62262/1005; 339814.2; 
Корпуса Intel; Intel <ASR1500SASBP> SATA/SAS Backplane (активная объединительная панель для подкл. HDD) в корпусах SR1500/1600; 87935/1005; 1586279.7; 
Корпуса Intel; Intel <AXXHERAIL2> Slide Rail Kit комплект направляющих для корпусов SR1500/1600/1625/2500/2600/2625; 92261/1005; 815570.2; 
Корпуса Intel; Intel <AXX6DRV3GEXP> SAS/SATA Drive Cage (Expander) Upgrade Kit (корзина для уст-ки 6 HS винч. в корпуса SC5400); 51603/1005; 1335232.5; 
Корпуса Intel; Intel <APPT600WHPSU> блок питания 600W для корпуса SC5650BRP; 59014/1005; 1514670.0; 
Корпуса INWIN; Miditower INWIN PE689 <Black> ATX 600W (24+2x4+2x6/8пин); 105975/1005; 1209839.4; 
Корпуса INWIN; Miditower INWIN PE689 <Black> ATX 500W (24+4+6пин) <6042422>; 105974/1005; 1164982.2; 
Корпуса INWIN; Miditower INWIN BS652 <Black> ATX 600W (24+2x4+6+6/8пин); 91359/1005; 1407111.9; 
Игровые манипуляторы Logitech; Дж-к Logitech EXTREME 3D Pro USB 12 кн.. 8-х поз. перекл. <963290/942-000005>; 21782/1005; 313725.5; 
Игровые манипуляторы Gembird; Руль Gembird Shock Force Racing Wheel <STR-SHOCKFORCE>(Vibration. рулевое колесо. педали. USB); 34675/1005; 411992.0; 
Игровые манипуляторы Gembird; Геймпад Gembird JPD-FREEFORCE2 (12кн.. 8поз.перекл.. 2мини-джойстика. USB. беспроводной); 104459/1005; 213663.3; 
Корпуса INWIN; Miditower INWIN EC030 <Black> ATX 450W (24+4+6пин); 93413/1005; 564791.8; 
Корпуса INWIN; Miditower INWIN EC028 <Black> ATX 450W (24+4+6пин); 93412/1005; 555603.8; 
Корпуса INWIN; Miditower INWIN EC025 <Black-Titan> ATX 450W (24+4+6пин); 89074/1005; 564791.8; 
Игровые манипуляторы Defender; Геймпад Defender Game Racer Wireless Pro USB PC/PS2(Vibr..12кн.8поз.перекл..2мини-джойстика.беспроводной)<64262>; 79028/1005; 248901.8; 
Игровые манипуляторы Defender; Геймпад Defender SCORPION X7 (Vibration. 13кн. 8 поз.перекл.. 2 мини-джойстика.беспроводной) <64256>; 119948/1005; 265308.2; 
Корпуса INWIN; Minitower INWIN EN028 <Black> Micro ATX 400W (24+4пин); 93414/1005; 475073.9; 
Корпуса INWIN; Minitower INWIN EN027 <Black> Micro ATX 400W (24+4пин); 95067/1005; 475073.9; 
Корпуса INWIN; Minitower INWIN EN025 <Black> Micro ATX 400W (24+4пин); 90200/1005; 475073.9; 
Игровые манипуляторы Defender; Руль Defender Challenge Turbo (Руль.педали.8поз.перекл..10кн..2 поз.рычаг КПП.USB) <64350>; 59772/1005; 433422.7; 
Корпуса INWIN; Minitower INWIN EMR033 MicroATX 450W (24+8+6пин); 120091/1005; 555603.8; 
Корпуса INWIN; Minitower INWIN EMR023 <Black> Micro ATX 450W (24+2x4+6пин); 96031/1005; 555603.8; 
Корпуса INWIN; Minitower INWIN EMR020 <Black> MicroATX 450W (24+4пин); 95953/1005; 555603.8; 
Корпуса INWIN; Minitower INWIN EMR018 <Black-Silver> Micro ATX 450W (24+4+6пин); 90207/1005; 555603.8; 
Корпуса INWIN; Minitower INWIN EMR016 <Black> MicroATX 450W (24+4+6пин); 95952/1005; 564791.8; 
Корпуса INWIN; Minitower INWIN EMR011 <Black> Micro ATX 450W (24+4+6пин); 95954/1005; 546686.3; 
Корпуса INWIN; Minitower INWIN EMR009 <Black&Silver> Micro ATX 450W (24+4+6пин); 90203/1005; 537767.9; 
Корпуса INWIN; Minitower INWIN EMR007 <Black-Silver> Micro ATX 450W (24+4+6пин); 90206/1005; 537767.9; 
Корпуса INWIN; Minitower INWIN EMR006 <Black-Silver> Micro ATX 450W (24+4+6пин); 90205/1005; 555603.8; 
Корпуса INWIN; Minitower INWIN EMR003 <Black-Silver> Micro ATX 450W (24+4+6пин); 90204/1005; 564791.8; 
Корпуса INWIN; Minitower INWIN EMR002 <Black&Slver> Micro ATX 450W (24+4+6пин); 90202/1005; 537767.9; 
Корпуса INWIN; Minitower INWIN EMR002 <Black> Micro ATX 350W (24+4пин); 70098/1005; 483991.4; 
Корпуса INWIN; Minitower INWIN EMR001 <Black> Micro ATX 450W (24+4+6пин); 90201/1005; 564791.8; 
Корпуса INWIN; Miditower INWIN EAR016 <Silver-Black> ATX 450W (24+2x4+6пин); 84424/1005; 636404.1; 
Корпуса INWIN; Miditower INWIN EAR012 <Black> ATX 450W (24+2x4+6пин); 83938/1005; 636404.1; 
Корпуса INWIN; Miditower INWIN EAR011 <Black> ATX 450W (24+2x4+6пин); 84149/1005; 645321.6; 
Корпуса INWIN; Miditower INWIN EAR010 <Black-Silver> ATX 450W (24+2x4+6пин); 84148/1005; 609380.2; 
Графические планшеты; Wacom <ACK-40401-N> Wireless Accessory Kit для Bamboo CTH-470. CTH-670; 131127/1005; 493406.6; 
Корпуса INWIN; Miditower INWIN EAR009 <Black-Silver> ATX 450W (24+4пин); 89210/1005; 627486.6; 
Корпуса INWIN; Miditower INWIN EAR007 <Black-Silver> ATX 450W (24+2x4+6пин); 84147/1005; 627486.6; 
Корпуса INWIN; Miditower INWIN EAR003 <Black-Silver> ATX 450W (24+2x4+6пин); 84145/1005; 618569.1; 
Корпуса INWIN; Miditower INWIN EAR002 <Black-Silver> ATX 450W (24+2x4+6пин); 83987/1005; 618569.1; 
Корпуса INWIN; Miditower INWIN EAR001 <Black-Silver> ATX 450W (24+2x4+6пин); 48390/1005; 591545.2; 
Корпуса INWIN; Minitower INWIN Z589 <Silver-Black> MicroATX 400W (24+4пин); 90182/1005; 546686.3; 
Корпуса INWIN; DeskTop INWIN 6041660-BQ660+extU2A <Black> Mini-iTX 80W (24+4пин); 125378/1005; 573709.3; 
Корпуса INWIN; DeskTop INWIN <6065908> BP659 <Black> Mini-iTX 200W (24+4пин) без подставки; 128132/1005; 492908.9; 
